name,type,value,date
辽宁,,3,2009/9/01
内蒙古,,6,2009/9/01
宁夏,,3,2009/9/01
青海,,1,2009/9/01
山东,,9,2009/9/01
山西,,10,2009/9/01
陕西,,2,2009/9/01
上海,,1,2009/9/01
四川,,19,2009/9/01
天津,,1,2009/9/01
西藏,,4,2009/9/01
新疆,,7,2009/9/01
云南,,11,2009/9/01
安徽,,24,2010/1/01
北京,,1,2010/1/01
福建,,9,2010/1/01
甘肃,,2,2010/1/01
广东,,16,2010/1/01
广西,,20,2010/1/01
贵州,,16,2010/1/01
海南,,2,2010/1/01
河北,,1,2010/1/01
河南,,3,2010/1/01
黑龙江,,9,2010/1/01
湖北,,7,2010/1/01
湖南,,13,2010/1/01
吉林,,2,2010/1/01
江苏,,6,2010/1/01
江西,,3,2010/1/01
辽宁,,1,2010/1/01
内蒙古,,6,2010/1/01
宁夏,,3,2010/1/01
青海,,0,2010/1/01
山东,,8,2010/1/01
山西,,5,2010/1/01
陕西,,4,2010/1/01
上海,,0,2010/1/01
四川,,23,2010/1/01
天津,,0,2010/1/01
西藏,,1,2010/1/01
新疆,,9,2010/1/01
云南,,14,2010/1/01
浙江,,12,2010/1/01
安徽,,8,2010/11/01
北京,,2,2010/11/01
重庆,,10,2010/11/01
福建,,6,2010/11/01
甘肃,,6,2010/11/01
广东,,14,2010/11/01
广西,,12,2010/11/01
贵州,,17,2010/11/01
海南,,4,2010/11/01
河北,,2,2010/11/01
河南,,5,2010/11/01
黑龙江,,6,2010/11/01
湖北,,5,2010/11/01
湖南,,17,2010/11/01
吉林,,2,2010/11/01
江苏,,8,2010/11/01
江西,,4,2010/11/01
辽宁,,6,2010/11/01
内蒙古,,5,2010/11/01
宁夏,,2,2010/11/01
青海,,0,2010/11/01
山东,,11,2010/11/01
山西,,11,2010/11/01
陕西,,5,2010/11/01
上海,,3,2010/11/01
四川,,18,2010/11/01
天津,,1,2010/11/01
西藏,,2,2010/11/01
新疆,,10,2010/11/01
云南,,18,2010/11/01
安徽,,7,2010/3/01
北京,,3,2010/3/01
重庆,,7,2010/3/01
福建,,15,2010/3/01
甘肃,,6,2010/3/01
广东,,24,2010/3/01
广西,,19,2010/3/01
贵州,,15,2010/3/01
海南,,4,2010/3/01
河北,,6,2010/3/01
河南,,9,2010/3/01
黑龙江,,7,2010/3/01
湖北,,5,2010/3/01
湖南,,18,2010/3/01
吉林,,4,2010/3/01
江苏,,13,2010/3/01
江西,,6,2010/3/01
辽宁,,5,2010/3/01
内蒙古,,6,2010/3/01
宁夏,,1,2010/3/01
青海,,0,2010/3/01
山东,,7,2010/3/01
山西,,13,2010/3/01
陕西,,7,2010/3/01
上海,,0,2010/3/01
四川,,16,2010/3/01
天津,,0,2010/3/01
西藏,,2,2010/3/01
新疆,,10,2010/3/01
云南,,23,2010/3/01
安徽,,10,2010/5/01
北京,,1,2010/5/01
重庆,,8,2010/5/01
福建,,14,2010/5/01
甘肃,,7,2010/5/01
广东,,24,2010/5/01
广西,,14,2010/5/01
贵州,,12,2010/5/01
海南,,1,2010/5/01
河北,,5,2010/5/01
河南,,4,2010/5/01
黑龙江,,18,2010/5/01
湖北,,7,2010/5/01
湖南,,22,2010/5/01
吉林,,3,2010/5/01
江苏,,10,2010/5/01
江西,,2,2010/5/01
辽宁,,8,2010/5/01
内蒙古,,8,2010/5/01
宁夏,,2,2010/5/01
青海,,0,2010/5/01
山东,,7,2010/5/01
山西,,16,2010/5/01
陕西,,4,2010/5/01
上海,,0,2010/5/01
四川,,22,2010/5/01
天津,,0,2010/5/01
西藏,,3,2010/5/01
新疆,,11,2010/5/01
云南,,18,2010/5/01
安徽,,8,2010/7/01
北京,,2,2010/7/01
重庆,,6,2010/7/01
福建,,9,2010/7/01
甘肃,,13,2010/7/01
广东,,13,2010/7/01
广西,,11,2010/7/01
贵州,,18,2010/7/01
海南,,1,2010/7/01
河北,,3,2010/7/01
河南,,7,2010/7/01
黑龙江,,12,2010/7/01
湖北,,9,2010/7/01
湖南,,15,2010/7/01
吉林,,6,2010/7/01
江苏,,14,2010/7/01
江西,,7,2010/7/01
辽宁,,5,2010/7/01
内蒙古,,20,2010/7/01
宁夏,,2,2010/7/01
青海,,2,2010/7/01
山东,,6,2010/7/01
山西,,10,2010/7/01
陕西,,10,2010/7/01
上海,,1,2010/7/01
四川,,28,2010/7/01
天津,,0,2010/7/01
西藏,,3,2010/7/01
新疆,,12,2010/7/01
云南,,12,2010/7/01
安徽,,9,2010/9/01
北京,,2,2010/9/01
重庆,,12,2010/9/01
福建,,10,2010/9/01
甘肃,,3,2010/9/01
广东,,21,2010/9/01
广西,,5,2010/9/01
贵州,,22,2010/9/01
海南,,1,2010/9/01
河北,,4,2010/9/01
河南,,5,2010/9/01
黑龙江,,17,2010/9/01
湖北,,9,2010/9/01
湖南,,15,2010/9/01
吉林,,3,2010/9/01
江苏,,8,2010/9/01
江西,,5,2010/9/01
辽宁,,3,2010/9/01
内蒙古,,12,2010/9/01
宁夏,,1,2010/9/01
青海,,1,2010/9/01
山东,,8,2010/9/01
山西,,11,2010/9/01
陕西,,7,2010/9/01
上海,,0,2010/9/01
四川,,17,2010/9/01
天津,,0,2010/9/01
西藏,,2,2010/9/01
新疆,,12,2010/9/01
云南,,18,2010/9/01
安徽,,14,2011/1/01
北京,,2,2011/1/01
重庆,,9,2011/1/01
福建,,9,2011/1/01
甘肃,,2,2011/1/01
广东,,16,2011/1/01
广西,,20,2011/1/01
贵州,,16,2011/1/01
海南,,2,2011/1/01
河北,,1,2011/1/01
河南,,3,2011/1/01
黑龙江,,9,2011/1/01
湖北,,7,2011/1/01
湖南,,13,2011/1/01
吉林,,2,2011/1/01
江苏,,6,2011/1/01
江西,,3,2011/1/01
辽宁,,1,2011/1/01
内蒙古,,6,2011/1/01
宁夏,,3,2011/1/01
青海,,0,2011/1/01
山东,,8,2011/1/01
山西,,5,2011/1/01
陕西,,4,2011/1/01
上海,,0,2011/1/01
四川,,23,2011/1/01
天津,,0,2011/1/01
西藏,,0,2011/1/01
新疆,,8,2011/1/01
云南,,26,2011/1/01
安徽,,5,2011/11/01
北京,,1,2011/11/01
重庆,,6,2011/11/01
福建,,8,2011/11/01
甘肃,,6,2011/11/01
广东,,16,2011/11/01
广西,,10,2011/11/01
贵州,,13,2011/11/01
海南,,2,2011/11/01
河北,,5,2011/11/01
河南,,4,2011/11/01
黑龙江,,8,2011/11/01
湖北,,8,2011/11/01
湖南,,13,2011/11/01
吉林,,3,2011/11/01
江苏,,8,2011/11/01
江西,,5,2011/11/01
辽宁,,5,2011/11/01
内蒙古,,7,2011/11/01
宁夏,,5,2011/11/01
青海,,1,2011/11/01
山东,,8,2011/11/01
山西,,5,2011/11/01
陕西,,3,2011/11/01
上海,,1,2011/11/01
四川,,19,2011/11/01
天津,,0,2011/11/01
西藏,,1,2011/11/01
新疆,,3,2011/11/01
云南,,20,2011/11/01
安徽,,11,2011/3/01
北京,,2,2011/3/01
重庆,,4,2011/3/01
福建,,13,2011/3/01
甘肃,,6,2011/3/01
广东,,19,2011/3/01
广西,,14,2011/3/01
贵州,,18,2011/3/01
海南,,3,2011/3/01
河北,,4,2011/3/01
河南,,4,2011/3/01
黑龙江,,10,2011/3/01
湖北,,7,2011/3/01
湖南,,9,2011/3/01
吉林,,4,2011/3/01
江苏,,8,2011/3/01
江西,,4,2011/3/01
辽宁,,7,2011/3/01
内蒙古,,4,2011/3/01
宁夏,,2,2011/3/01
青海,,0,2011/3/01
山东,,3,2011/3/01
山西,,7,2011/3/01
陕西,,12,2011/3/01
上海,,1,2011/3/01
四川,,13,2011/3/01
天津,,0,2011/3/01
西藏,,1,2011/3/01
新疆,,12,2011/3/01
云南,,24,2011/3/01
安徽,,14,2011/5/01
北京,,1,2011/5/01
重庆,,5,2011/5/01
福建,,13,2011/5/01
甘肃,,2,2011/5/01
广东,,18,2011/5/01
广西,,8,2011/5/01
贵州,,10,2011/5/01
海南,,3,2011/5/01
河北,,2,2011/5/01
河南,,3,2011/5/01
黑龙江,,7,2011/5/01
湖北,,5,2011/5/01
湖南,,17,2011/5/01
吉林,,2,2011/5/01
江苏,,7,2011/5/01
江西,,2,2011/5/01
辽宁,,4,2011/5/01
内蒙古,,7,2011/5/01
宁夏,,1,2011/5/01
青海,,0,2011/5/01
山东,,3,2011/5/01
山西,,3,2011/5/01
陕西,,6,2011/5/01
上海,,1,2011/5/01
四川,,23,2011/5/01
天津,,0,2011/5/01
西藏,,0,2011/5/01
新疆,,8,2011/5/01
云南,,24,2011/5/01
安徽,,14,2011/7/01
北京,,7,2011/7/01
重庆,,10,2011/7/01
福建,,9,2011/7/01
甘肃,,7,2011/7/01
广东,,17,2011/7/01
广西,,8,2011/7/01
贵州,,12,2011/7/01
海南,,4,2011/7/01
河北,,3,2011/7/01
河南,,3,2011/7/01
黑龙江,,14,2011/7/01
湖北,,10,2011/7/01
湖南,,8,2011/7/01
吉林,,2,2011/7/01
江苏,,11,2011/7/01
江西,,3,2011/7/01
辽宁,,7,2011/7/01
内蒙古,,14,2011/7/01
宁夏,,3,2011/7/01
青海,,0,2011/7/01
山东,,8,2011/7/01
山西,,6,2011/7/01
陕西,,5,2011/7/01
上海,,1,2011/7/01
四川,,26,2011/7/01
天津,,1,2011/7/01
西藏,,8,2011/7/01
新疆,,9,2011/7/01
云南,,18,2011/7/01
安徽,,13,2011/9/01
北京,,1,2011/9/01
重庆,,10,2011/9/01
福建,,5,2011/9/01
甘肃,,5,2011/9/01
广东,,20,2011/9/01
广西,,15,2011/9/01
贵州,,16,2011/9/01
海南,,1,2011/9/01
河北,,1,2011/9/01
河南,,6,2011/9/01
黑龙江,,5,2011/9/01
湖北,,4,2011/9/01
湖南,,11,2011/9/01
吉林,,2,2011/9/01
江苏,,6,2011/9/01
江西,,4,2011/9/01
辽宁,,5,2011/9/01
内蒙古,,3,2011/9/01
宁夏,,1,2011/9/01
青海,,3,2011/9/01
山东,,4,2011/9/01
山西,,4,2011/9/01
陕西,,9,2011/9/01
上海,,3,2011/9/01
四川,,17,2011/9/01
天津,,3,2011/9/01
西藏,,1,2011/9/01
新疆,,7,2011/9/01
云南,,10,2011/9/01
安徽,,5,2012/1/01
北京,,1,2012/1/01
重庆,,6,2012/1/01
福建,,6,2012/1/01
甘肃,,3,2012/1/01
广东,,19,2012/1/01
广西,,11,2012/1/01
贵州,,12,2012/1/01
海南,,3,2012/1/01
河北,,4,2012/1/01
河南,,1,2012/1/01
黑龙江,,8,2012/1/01
湖北,,5,2012/1/01
湖南,,11,2012/1/01
吉林,,2,2012/1/01
江苏,,2,2012/1/01
江西,,0,2012/1/01
辽宁,,2,2012/1/01
内蒙古,,4,2012/1/01
宁夏,,1,2012/1/01
青海,,0,2012/1/01
山东,,0,2012/1/01
山西,,6,2012/1/01
陕西,,3,2012/1/01
上海,,0,2012/1/01
四川,,12,2012/1/01
天津,,0,2012/1/01
西藏,,3,2012/1/01
新疆,,3,2012/1/01
云南,,17,2012/1/01
安徽,,8,2012/11/01
北京,,0,2012/11/01
重庆,,7,2012/11/01
福建,,5,2012/11/01
甘肃,,2,2012/11/01
广东,,17,2012/11/01
广西,,11,2012/11/01
贵州,,9,2012/11/01
海南,,3,2012/11/01
河北,,2,2012/11/01
河南,,8,2012/11/01
黑龙江,,4,2012/11/01
湖北,,8,2012/11/01
湖南,,10,2012/11/01
吉林,,1,2012/11/01
江苏,,4,2012/11/01
江西,,4,2012/11/01
辽宁,,6,2012/11/01
内蒙古,,5,2012/11/01
宁夏,,2,2012/11/01
青海,,0,2012/11/01
山东,,6,2012/11/01
山西,,7,2012/11/01
陕西,,7,2012/11/01
上海,,2,2012/11/01
四川,,21,2012/11/01
天津,,2,2012/11/01
西藏,,5,2012/11/01
新疆,,3,2012/11/01
云南,,11,2012/11/01
安徽,,10,2012/3/01
北京,,0,2012/3/01
重庆,,5,2012/3/01
福建,,6,2012/3/01
甘肃,,3,2012/3/01
广东,,14,2012/3/01
广西,,12,2012/3/01
贵州,,13,2012/3/01
海南,,3,2012/3/01
河北,,2,2012/3/01
河南,,3,2012/3/01
黑龙江,,5,2012/3/01
湖北,,11,2012/3/01
湖南,,9,2012/3/01
吉林,,1,2012/3/01
江苏,,8,2012/3/01
江西,,1,2012/3/01
辽宁,,7,2012/3/01
内蒙古,,6,2012/3/01
宁夏,,1,2012/3/01
青海,,0,2012/3/01
山东,,5,2012/3/01
山西,,5,2012/3/01
陕西,,4,2012/3/01
上海,,0,2012/3/01
四川,,12,2012/3/01
天津,,0,2012/3/01
西藏,,2,2012/3/01
新疆,,4,2012/3/01
云南,,11,2012/3/01
安徽,,9,2012/5/01
北京,,1,2012/5/01
重庆,,2,2012/5/01
福建,,11,2012/5/01
甘肃,,4,2012/5/01
广东,,11,2012/5/01
广西,,14,2012/5/01
贵州,,8,2012/5/01
海南,,0,2012/5/01
河北,,2,2012/5/01
河南,,9,2012/5/01
黑龙江,,9,2012/5/01
湖北,,3,2012/5/01
湖南,,12,2012/5/01
吉林,,2,2012/5/01
江苏,,5,2012/5/01
江西,,4,2012/5/01
辽宁,,5,2012/5/01
内蒙古,,7,2012/5/01
宁夏,,0,2012/5/01
青海,,1,2012/5/01
山东,,4,2012/5/01
山西,,7,2012/5/01
陕西,,1,2012/5/01
上海,,2,2012/5/01
四川,,11,2012/5/01
天津,,0,2012/5/01
西藏,,2,2012/5/01
新疆,,4,2012/5/01
云南,,13,2012/5/01
安徽,,8,2012/7/01
北京,,2,2012/7/01
重庆,,7,2012/7/01
福建,,8,2012/7/01
甘肃,,7,2012/7/01
广东,,23,2012/7/01
广西,,9,2012/7/01
贵州,,9,2012/7/01
海南,,2,2012/7/01
河北,,3,2012/7/01
河南,,3,2012/7/01
黑龙江,,6,2012/7/01
湖北,,5,2012/7/01
湖南,,9,2012/7/01
吉林,,2,2012/7/01
江苏,,7,2012/7/01
江西,,1,2012/7/01
辽宁,,5,2012/7/01
内蒙古,,4,2012/7/01
宁夏,,1,2012/7/01
青海,,1,2012/7/01
山东,,5,2012/7/01
山西,,7,2012/7/01
陕西,,5,2012/7/01
上海,,0,2012/7/01
四川,,12,2012/7/01
天津,,1,2012/7/01
西藏,,7,2012/7/01
新疆,,5,2012/7/01
云南,,11,2012/7/01
安徽,,9,2012/9/01
北京,,0,2012/9/01
重庆,,10,2012/9/01
福建,,6,2012/9/01
甘肃,,7,2012/9/01
广东,,21,2012/9/01
广西,,14,2012/9/01
贵州,,4,2012/9/01
海南,,1,2012/9/01
河北,,1,2012/9/01
河南,,5,2012/9/01
黑龙江,,6,2012/9/01
湖北,,4,2012/9/01
湖南,,11,2012/9/01
吉林,,0,2012/9/01
江苏,,2,2012/9/01
江西,,4,2012/9/01
辽宁,,3,2012/9/01
内蒙古,,6,2012/9/01
宁夏,,2,2012/9/01
青海,,0,2012/9/01
山东,,6,2012/9/01
山西,,6,2012/9/01
陕西,,8,2012/9/01
上海,,1,2012/9/01
四川,,8,2012/9/01
天津,,4,2012/9/01
西藏,,1,2012/9/01
新疆,,3,2012/9/01
云南,,15,2012/9/01
安徽,,9,2013/1/01
北京,,0,2013/1/01
重庆,,5,2013/1/01
福建,,1,2013/1/01
甘肃,,6,2013/1/01
广东,,16,2013/1/01
广西,,17,2013/1/01
贵州,,7,2013/1/01
海南,,1,2013/1/01
河北,,2,2013/1/01
河南,,13,2013/1/01
黑龙江,,4,2013/1/01
湖北,,3,2013/1/01
湖南,,14,2013/1/01
吉林,,2,2013/1/01
江苏,,4,2013/1/01
江西,,4,2013/1/01
辽宁,,5,2013/1/01
内蒙古,,3,2013/1/01
宁夏,,1,2013/1/01
青海,,1,2013/1/01
山东,,3,2013/1/01
山西,,7,2013/1/01
陕西,,4,2013/1/01
上海,,1,2013/1/01
四川,,3,2013/1/01
天津,,0,2013/1/01
西藏,,0,2013/1/01
新疆,,4,2013/1/01
云南,,10,2013/1/01
安徽,,9,2013/11/01
北京,,1,2013/11/01
重庆,,2,2013/11/01
福建,,9,2013/11/01
甘肃,,2,2013/11/01
广东,,16,2013/11/01
广西,,11,2013/11/01
贵州,,13,2013/11/01
海南,,2,2013/11/01
河北,,5,2013/11/01
河南,,3,2013/11/01
黑龙江,,9,2013/11/01
湖北,,7,2013/11/01
湖南,,9,2013/11/01
吉林,,1,2013/11/01
江苏,,1,2013/11/01
江西,,4,2013/11/01
辽宁,,11,2013/11/01
内蒙古,,5,2013/11/01
宁夏,,0,2013/11/01
青海,,0,2013/11/01
山东,,6,2013/11/01
山西,,5,2013/11/01
陕西,,3,2013/11/01
上海,,0,2013/11/01
四川,,4,2013/11/01
天津,,0,2013/11/01
西藏,,5,2013/11/01
新疆,,10,2013/11/01
云南,,9,2013/11/01
安徽,,7,2013/3/01
北京,,0,2013/3/01
重庆,,4,2013/3/01
福建,,4,2013/3/01
甘肃,,6,2013/3/01
广东,,14,2013/3/01
广西,,8,2013/3/01
贵州,,14,2013/3/01
海南,,2,2013/3/01
河北,,2,2013/3/01
河南,,2,2013/3/01
黑龙江,,4,2013/3/01
湖北,,8,2013/3/01
湖南,,10,2013/3/01
吉林,,4,2013/3/01
江苏,,7,2013/3/01
江西,,2,2013/3/01
辽宁,,6,2013/3/01
内蒙古,,1,2013/3/01
宁夏,,0,2013/3/01
青海,,0,2013/3/01
山东,,4,2013/3/01
山西,,1,2013/3/01
陕西,,5,2013/3/01
上海,,0,2013/3/01
四川,,7,2013/3/01
天津,,0,2013/3/01
西藏,,0,2013/3/01
新疆,,3,2013/3/01
云南,,18,2013/3/01
安徽,,10,2013/5/01
北京,,0,2013/5/01
重庆,,4,2013/5/01
福建,,4,2013/5/01
甘肃,,1,2013/5/01
广东,,11,2013/5/01
广西,,4,2013/5/01
贵州,,4,2013/5/01
海南,,1,2013/5/01
河北,,1,2013/5/01
河南,,17,2013/5/01
黑龙江,,7,2013/5/01
湖北,,8,2013/5/01
湖南,,2,2013/5/01
吉林,,1,2013/5/01
江苏,,4,2013/5/01
江西,,4,2013/5/01
辽宁,,6,2013/5/01
内蒙古,,7,2013/5/01
宁夏,,1,2013/5/01
青海,,1,2013/5/01
山东,,4,2013/5/01
山西,,8,2013/5/01
陕西,,3,2013/5/01
上海,,0,2013/5/01
四川,,6,2013/5/01
天津,,0,2013/5/01
西藏,,1,2013/5/01
新疆,,11,2013/5/01
云南,,3,2013/5/01
安徽,,13,2013/7/01
北京,,0,2013/7/01
重庆,,8,2013/7/01
福建,,3,2013/7/01
甘肃,,5,2013/7/01
广东,,12,2013/7/01
广西,,13,2013/7/01
贵州,,6,2013/7/01
海南,,2,2013/7/01
河北,,0,2013/7/01
河南,,5,2013/7/01
黑龙江,,9,2013/7/01
湖北,,7,2013/7/01
湖南,,6,2013/7/01
吉林,,0,2013/7/01
江苏,,4,2013/7/01
江西,,7,2013/7/01
辽宁,,2,2013/7/01
内蒙古,,9,2013/7/01
宁夏,,0,2013/7/01
青海,,1,2013/7/01
山东,,2,2013/7/01
山西,,6,2013/7/01
陕西,,4,2013/7/01
上海,,3,2013/7/01
四川,,5,2013/7/01
天津,,2,2013/7/01
西藏,,4,2013/7/01
新疆,,16,2013/7/01
云南,,12,2013/7/01
安徽,,11,2013/9/01
北京,,0,2013/9/01
重庆,,5,2013/9/01
福建,,7,2013/9/01
甘肃,,2,2013/9/01
广东,,10,2013/9/01
广西,,4,2013/9/01
贵州,,8,2013/9/01
海南,,0,2013/9/01
河北,,4,2013/9/01
河南,,7,2013/9/01
黑龙江,,8,2013/9/01
湖北,,9,2013/9/01
湖南,,9,2013/9/01
吉林,,3,2013/9/01
江苏,,5,2013/9/01
江西,,3,2013/9/01
辽宁,,4,2013/9/01
内蒙古,,4,2013/9/01
宁夏,,0,2013/9/01
青海,,4,2013/9/01
山东,,6,2013/9/01
山西,,5,2013/9/01
陕西,,3,2013/9/01
上海,,0,2013/9/01
四川,,6,2013/9/01
天津,,0,2013/9/01
西藏,,2,2013/9/01
新疆,,13,2013/9/01
云南,,11,2013/9/01
安徽,,8,2014/1/01
北京,,3,2014/1/01
重庆,,5,2014/1/01
福建,,1,2014/1/01
甘肃,,2,2014/1/01
广东,,14,2014/1/01
广西,,11,2014/1/01
贵州,,13,2014/1/01
海南,,0,2014/1/01
河北,,3,2014/1/01
河南,,2,2014/1/01
黑龙江,,6,2014/1/01
湖北,,9,2014/1/01
湖南,,5,2014/1/01
吉林,,1,2014/1/01
江苏,,0,2014/1/01
江西,,3,2014/1/01
辽宁,,2,2014/1/01
内蒙古,,2,2014/1/01
宁夏,,0,2014/1/01
青海,,0,2014/1/01
山东,,2,2014/1/01
山西,,1,2014/1/01
陕西,,3,2014/1/01
上海,,0,2014/1/01
四川,,4,2014/1/01
天津,,2,2014/1/01
西藏,,2,2014/1/01
新疆,,2,2014/1/01
云南,,15,2014/1/01
安徽,,9,2014/11/01
北京,,0,2014/11/01
重庆,,1,2014/11/01
福建,,5,2014/11/01
甘肃,,3,2014/11/01
广东,,19,2014/11/01
广西,,7,2014/11/01
贵州,,4,2014/11/01
海南,,0,2014/11/01
河北,,3,2014/11/01
河南,,3,2014/11/01
黑龙江,,5,2014/11/01
湖北,,5,2014/11/01
湖南,,4,2014/11/01
吉林,,0,2014/11/01
江苏,,3,2014/11/01
江西,,1,2014/11/01
辽宁,,8,2014/11/01
内蒙古,,2,2014/11/01
宁夏,,0,2014/11/01
青海,,1,2014/11/01
山东,,6,2014/11/01
山西,,6,2014/11/01
陕西,,7,2014/11/01
上海,,2,2014/11/01
四川,,2,2014/11/01
天津,,0,2014/11/01
西藏,,0,2014/11/01
新疆,,5,2014/11/01
云南,,10,2014/11/01
安徽,,4,2014/3/01
北京,,0,2014/3/01
重庆,,3,2014/3/01
福建,,5,2014/3/01
甘肃,,2,2014/3/01
广东,,14,2014/3/01
广西,,5,2014/3/01
贵州,,7,2014/3/01
海南,,4,2014/3/01
河北,,3,2014/3/01
河南,,3,2014/3/01
黑龙江,,7,2014/3/01
湖北,,4,2014/3/01
湖南,,10,2014/3/01
吉林,,2,2014/3/01
江苏,,1,2014/3/01
江西,,2,2014/3/01
辽宁,,9,2014/3/01
内蒙古,,5,2014/3/01
宁夏,,0,2014/3/01
青海,,0,2014/3/01
山东,,5,2014/3/01
山西,,6,2014/3/01
陕西,,1,2014/3/01
上海,,0,2014/3/01
四川,,7,2014/3/01
天津,,1,2014/3/01
西藏,,3,2014/3/01
新疆,,4,2014/3/01
云南,,19,2014/3/01
安徽,,6,2014/5/01
北京,,0,2014/5/01
重庆,,3,2014/5/01
福建,,6,2014/5/01
甘肃,,2,2014/5/01
广东,,18,2014/5/01
广西,,14,2014/5/01
贵州,,15,2014/5/01
海南,,3,2014/5/01
河北,,2,2014/5/01
河南,,3,2014/5/01
黑龙江,,8,2014/5/01
湖北,,2,2014/5/01
湖南,,6,2014/5/01
吉林,,1,2014/5/01
江苏,,3,2014/5/01
江西,,0,2014/5/01
辽宁,,6,2014/5/01
内蒙古,,4,2014/5/01
宁夏,,0,2014/5/01
青海,,2,2014/5/01
山东,,3,2014/5/01
山西,,8,2014/5/01
陕西,,6,2014/5/01
上海,,0,2014/5/01
四川,,4,2014/5/01
天津,,0,2014/5/01
西藏,,5,2014/5/01
新疆,,7,2014/5/01
云南,,11,2014/5/01
安徽,,6,2014/7/01
北京,,0,2014/7/01
重庆,,2,2014/7/01
福建,,11,2014/7/01
甘肃,,2,2014/7/01
广东,,13,2014/7/01
广西,,7,2014/7/01
贵州,,5,2014/7/01
海南,,3,2014/7/01
河北,,0,2014/7/01
河南,,2,2014/7/01
黑龙江,,11,2014/7/01
湖北,,1,2014/7/01
湖南,,11,2014/7/01
吉林,,1,2014/7/01
江苏,,1,2014/7/01
江西,,0,2014/7/01
辽宁,,8,2014/7/01
内蒙古,,5,2014/7/01
宁夏,,0,2014/7/01
青海,,2,2014/7/01
山东,,1,2014/7/01
山西,,5,2014/7/01
陕西,,2,2014/7/01
上海,,0,2014/7/01
四川,,5,2014/7/01
天津,,0,2014/7/01
西藏,,5,2014/7/01
新疆,,13,2014/7/01
云南,,9,2014/7/01
安徽,,6,2014/9/01
北京,,0,2014/9/01
重庆,,3,2014/9/01
福建,,4,2014/9/01
甘肃,,7,2014/9/01
广东,,9,2014/9/01
广西,,9,2014/9/01
贵州,,5,2014/9/01
海南,,3,2014/9/01
河北,,4,2014/9/01
河南,,1,2014/9/01
黑龙江,,10,2014/9/01
湖北,,7,2014/9/01
湖南,,5,2014/9/01
吉林,,1,2014/9/01
江苏,,3,2014/9/01
江西,,4,2014/9/01
辽宁,,5,2014/9/01
