name,type,value,date
内蒙古,,1,2014/9/01
宁夏,,0,2014/9/01
青海,,1,2014/9/01
山东,,2,2014/9/01
山西,,3,2014/9/01
陕西,,3,2014/9/01
上海,,0,2014/9/01
四川,,3,2014/9/01
天津,,1,2014/9/01
西藏,,1,2014/9/01
新疆,,6,2014/9/01
云南,,7,2014/9/01
安徽,,9,2015/1/01
北京,,0,2015/1/01
重庆,,2,2015/1/01
福建,,6,2015/1/01
甘肃,,6,2015/1/01
广东,,10,2015/1/01
广西,,12,2015/1/01
贵州,,4,2015/1/01
海南,,0,2015/1/01
河北,,0,2015/1/01
河南,,2,2015/1/01
黑龙江,,12,2015/1/01
湖北,,4,2015/1/01
湖南,,10,2015/1/01
吉林,,1,2015/1/01
江苏,,2,2015/1/01
江西,,1,2015/1/01
辽宁,,7,2015/1/01
内蒙古,,1,2015/1/01
宁夏,,0,2015/1/01
青海,,1,2015/1/01
山东,,4,2015/1/01
山西,,5,2015/1/01
陕西,,1,2015/1/01
上海,,0,2015/1/01
四川,,2,2015/1/01
天津,,0,2015/1/01
西藏,,0,2015/1/01
新疆,,5,2015/1/01
云南,,10,2015/1/01
安徽,,2,2015/11/01
北京,,0,2015/11/01
重庆,,3,2015/11/01
福建,,3,2015/11/01
甘肃,,4,2015/11/01
广东,,7,2015/11/01
广西,,7,2015/11/01
贵州,,5,2015/11/01
海南,,2,2015/11/01
河北,,2,2015/11/01
河南,,2,2015/11/01
黑龙江,,10,2015/11/01
湖北,,3,2015/11/01
湖南,,0,2015/11/01
吉林,,0,2015/11/01
江苏,,5,2015/11/01
江西,,1,2015/11/01
辽宁,,6,2015/11/01
内蒙古,,0,2015/11/01
宁夏,,1,2015/11/01
青海,,0,2015/11/01
山东,,6,2015/11/01
山西,,4,2015/11/01
陕西,,1,2015/11/01
上海,,0,2015/11/01
四川,,6,2015/11/01
天津,,0,2015/11/01
西藏,,0,2015/11/01
新疆,,3,2015/11/01
云南,,15,2015/11/01
安徽,,10,2015/3/01
北京,,0,2015/3/01
重庆,,0,2015/3/01
福建,,2,2015/3/01
甘肃,,2,2015/3/01
广东,,17,2015/3/01
广西,,10,2015/3/01
贵州,,2,2015/3/01
海南,,1,2015/3/01
河北,,2,2015/3/01
河南,,5,2015/3/01
黑龙江,,9,2015/3/01
湖北,,4,2015/3/01
湖南,,6,2015/3/01
吉林,,0,2015/3/01
江苏,,0,2015/3/01
江西,,1,2015/3/01
辽宁,,5,2015/3/01
内蒙古,,2,2015/3/01
宁夏,,1,2015/3/01
青海,,1,2015/3/01
山东,,5,2015/3/01
山西,,7,2015/3/01
陕西,,3,2015/3/01
上海,,0,2015/3/01
四川,,6,2015/3/01
天津,,0,2015/3/01
西藏,,3,2015/3/01
新疆,,3,2015/3/01
云南,,15,2015/3/01
安徽,,7,2015/5/01
北京,,0,2015/5/01
重庆,,0,2015/5/01
福建,,5,2015/5/01
甘肃,,0,2015/5/01
广东,,14,2015/5/01
广西,,7,2015/5/01
贵州,,1,2015/5/01
海南,,2,2015/5/01
河北,,0,2015/5/01
河南,,4,2015/5/01
黑龙江,,9,2015/5/01
湖北,,8,2015/5/01
湖南,,8,2015/5/01
吉林,,0,2015/5/01
江苏,,3,2015/5/01
江西,,3,2015/5/01
辽宁,,7,2015/5/01
内蒙古,,5,2015/5/01
宁夏,,0,2015/5/01
青海,,1,2015/5/01
山东,,5,2015/5/01
山西,,9,2015/5/01
陕西,,2,2015/5/01
上海,,0,2015/5/01
四川,,2,2015/5/01
天津,,4,2015/5/01
西藏,,2,2015/5/01
新疆,,4,2015/5/01
云南,,12,2015/5/01
安徽,,8,2015/7/01
北京,,1,2015/7/01
重庆,,1,2015/7/01
福建,,3,2015/7/01
甘肃,,6,2015/7/01
广东,,21,2015/7/01
广西,,6,2015/7/01
贵州,,5,2015/7/01
海南,,3,2015/7/01
河北,,2,2015/7/01
河南,,2,2015/7/01
黑龙江,,7,2015/7/01
湖北,,6,2015/7/01
湖南,,7,2015/7/01
吉林,,1,2015/7/01
江苏,,6,2015/7/01
江西,,7,2015/7/01
辽宁,,5,2015/7/01
内蒙古,,3,2015/7/01
宁夏,,1,2015/7/01
青海,,2,2015/7/01
山东,,2,2015/7/01
山西,,6,2015/7/01
陕西,,2,2015/7/01
上海,,1,2015/7/01
四川,,5,2015/7/01
天津,,1,2015/7/01
西藏,,2,2015/7/01
新疆,,4,2015/7/01
云南,,12,2015/7/01
安徽,,9,2015/9/01
北京,,0,2015/9/01
重庆,,2,2015/9/01
福建,,4,2015/9/01
甘肃,,9,2015/9/01
广东,,12,2015/9/01
广西,,5,2015/9/01
贵州,,4,2015/9/01
海南,,0,2015/9/01
河北,,5,2015/9/01
河南,,5,2015/9/01
黑龙江,,4,2015/9/01
湖北,,1,2015/9/01
湖南,,3,2015/9/01
吉林,,1,2015/9/01
江苏,,2,2015/9/01
江西,,5,2015/9/01
辽宁,,7,2015/9/01
内蒙古,,2,2015/9/01
宁夏,,0,2015/9/01
青海,,2,2015/9/01
山东,,6,2015/9/01
山西,,6,2015/9/01
陕西,,1,2015/9/01
上海,,0,2015/9/01
四川,,5,2015/9/01
天津,,0,2015/9/01
西藏,,0,2015/9/01
新疆,,4,2015/9/01
云南,,8,2015/9/01
安徽,,9,2016/1/01
北京,,0,2016/1/01
重庆,,1,2016/1/01
福建,,1,2016/1/01
甘肃,,2,2016/1/01
广东,,2,2016/1/01
广西,,5,2016/1/01
贵州,,6,2016/1/01
海南,,5,2016/1/01
河北,,2,2016/1/01
河南,,3,2016/1/01
黑龙江,,8,2016/1/01
湖北,,2,2016/1/01
湖南,,2,2016/1/01
吉林,,1,2016/1/01
江苏,,3,2016/1/01
江西,,5,2016/1/01
辽宁,,3,2016/1/01
内蒙古,,1,2016/1/01
宁夏,,1,2016/1/01
青海,,0,2016/1/01
山东,,5,2016/1/01
山西,,2,2016/1/01
陕西,,1,2016/1/01
上海,,1,2016/1/01
四川,,12,2016/1/01
天津,,0,2016/1/01
西藏,,0,2016/1/01
新疆,,4,2016/1/01
云南,,12,2016/1/01
安徽,,0,2016/11/01
北京,,5,2016/11/01
重庆,,2,2016/11/01
福建,,6,2016/11/01
甘肃,,3,2016/11/01
广东,,10,2016/11/01
广西,,3,2016/11/01
贵州,,4,2016/11/01
海南,,0,2016/11/01
河北,,6,2016/11/01
河南,,7,2016/11/01
黑龙江,,4,2016/11/01
湖北,,3,2016/11/01
湖南,,8,2016/11/01
吉林,,1,2016/11/01
江苏,,2,2016/11/01
江西,,7,2016/11/01
辽宁,,4,2016/11/01
内蒙古,,2,2016/11/01
宁夏,,0,2016/11/01
青海,,2,2016/11/01
山东,,24,2016/11/01
山西,,5,2016/11/01
陕西,,2,2016/11/01
上海,,2,2016/11/01
四川,,8,2016/11/01
天津,,0,2016/11/01
西藏,,0,2016/11/01
新疆,,1,2016/11/01
云南,,11,2016/11/01
安徽,,5,2016/3/01
北京,,0,2016/3/01
重庆,,0,2016/3/01
福建,,2,2016/3/01
甘肃,,1,2016/3/01
广东,,11,2016/3/01
广西,,1,2016/3/01
贵州,,4,2016/3/01
海南,,2,2016/3/01
河北,,2,2016/3/01
河南,,3,2016/3/01
黑龙江,,2,2016/3/01
湖北,,1,2016/3/01
湖南,,1,2016/3/01
吉林,,1,2016/3/01
江苏,,2,2016/3/01
江西,,1,2016/3/01
辽宁,,2,2016/3/01
内蒙古,,0,2016/3/01
宁夏,,0,2016/3/01
青海,,1,2016/3/01
山东,,7,2016/3/01
山西,,1,2016/3/01
陕西,,0,2016/3/01
上海,,1,2016/3/01
四川,,2,2016/3/01
天津,,0,2016/3/01
西藏,,0,2016/3/01
新疆,,1,2016/3/01
云南,,9,2016/3/01
安徽,,9,2016/5/01
北京,,1,2016/5/01
重庆,,2,2016/5/01
福建,,5,2016/5/01
甘肃,,1,2016/5/01
广东,,7,2016/5/01
广西,,0,2016/5/01
贵州,,3,2016/5/01
海南,,2,2016/5/01
河北,,4,2016/5/01
河南,,7,2016/5/01
黑龙江,,2,2016/5/01
湖北,,1,2016/5/01
湖南,,4,2016/5/01
吉林,,0,2016/5/01
江苏,,4,2016/5/01
江西,,5,2016/5/01
辽宁,,6,2016/5/01
内蒙古,,0,2016/5/01
宁夏,,1,2016/5/01
青海,,0,2016/5/01
山东,,6,2016/5/01
山西,,6,2016/5/01
陕西,,1,2016/5/01
上海,,2,2016/5/01
四川,,5,2016/5/01
天津,,0,2016/5/01
西藏,,1,2016/5/01
新疆,,4,2016/5/01
云南,,6,2016/5/01
安徽,,5,2016/7/01
北京,,0,2016/7/01
重庆,,1,2016/7/01
福建,,4,2016/7/01
甘肃,,5,2016/7/01
广东,,5,2016/7/01
广西,,4,2016/7/01
贵州,,12,2016/7/01
海南,,2,2016/7/01
河北,,3,2016/7/01
河南,,2,2016/7/01
黑龙江,,4,2016/7/01
湖北,,5,2016/7/01
湖南,,5,2016/7/01
吉林,,1,2016/7/01
江苏,,2,2016/7/01
江西,,3,2016/7/01
辽宁,,5,2016/7/01
内蒙古,,2,2016/7/01
宁夏,,1,2016/7/01
青海,,4,2016/7/01
山东,,7,2016/7/01
山西,,7,2016/7/01
陕西,,3,2016/7/01
上海,,1,2016/7/01
四川,,5,2016/7/01
天津,,1,2016/7/01
西藏,,1,2016/7/01
新疆,,3,2016/7/01
云南,,6,2016/7/01
安徽,,4,2016/9/01
北京,,0,2016/9/01
重庆,,1,2016/9/01
福建,,4,2016/9/01
甘肃,,1,2016/9/01
广东,,4,2016/9/01
广西,,3,2016/9/01
贵州,,4,2016/9/01
海南,,0,2016/9/01
河北,,2,2016/9/01
河南,,0,2016/9/01
黑龙江,,3,2016/9/01
湖北,,3,2016/9/01
湖南,,2,2016/9/01
吉林,,4,2016/9/01
江苏,,4,2016/9/01
江西,,2,2016/9/01
辽宁,,7,2016/9/01
内蒙古,,1,2016/9/01
宁夏,,2,2016/9/01
青海,,1,2016/9/01
山东,,6,2016/9/01
山西,,4,2016/9/01
陕西,,1,2016/9/01
上海,,1,2016/9/01
四川,,9,2016/9/01
天津,,1,2016/9/01
西藏,,2,2016/9/01
新疆,,8,2016/9/01
云南,,10,2016/9/01
安徽,,7,2017/1/01
北京,,3,2017/1/01
重庆,,1,2017/1/01
福建,,7,2017/1/01
甘肃,,5,2017/1/01
广东,,14,2017/1/01
广西,,8,2017/1/01
贵州,,2,2017/1/01
海南,,2,2017/1/01
河北,,6,2017/1/01
河南,,9,2017/1/01
黑龙江,,5,2017/1/01
湖北,,2,2017/1/01
湖南,,10,2017/1/01
吉林,,2,2017/1/01
江苏,,3,2017/1/01
江西,,7,2017/1/01
辽宁,,6,2017/1/01
内蒙古,,2,2017/1/01
宁夏,,1,2017/1/01
青海,,3,2017/1/01
山东,,7,2017/1/01
山西,,6,2017/1/01
陕西,,3,2017/1/01
上海,,3,2017/1/01
四川,,12,2017/1/01
天津,,4,2017/1/01
西藏,,0,2017/1/01
新疆,,6,2017/1/01
云南,,7,2017/1/01
安徽,,7,2017/11/01
北京,,2,2017/11/01
重庆,,2,2017/11/01
福建,,2,2017/11/01
甘肃,,0,2017/11/01
广东,,8,2017/11/01
广西,,3,2017/11/01
贵州,,1,2017/11/01
海南,,2,2017/11/01
河北,,7,2017/11/01
河南,,5,2017/11/01
黑龙江,,7,2017/11/01
湖北,,2,2017/11/01
湖南,,4,2017/11/01
吉林,,1,2017/11/01
江苏,,5,2017/11/01
江西,,2,2017/11/01
辽宁,,6,2017/11/01
内蒙古,,1,2017/11/01
宁夏,,1,2017/11/01
青海,,0,2017/11/01
山东,,11,2017/11/01
山西,,3,2017/11/01
陕西,,8,2017/11/01
上海,,1,2017/11/01
四川,,7,2017/11/01
天津,,2,2017/11/01
西藏,,1,2017/11/01
新疆,,1,2017/11/01
云南,,9,2017/11/01
安徽,,8,2017/3/01
北京,,2,2017/3/01
重庆,,6,2017/3/01
福建,,10,2017/3/01
甘肃,,4,2017/3/01
广东,,11,2017/3/01
广西,,10,2017/3/01
贵州,,4,2017/3/01
海南,,3,2017/3/01
河北,,7,2017/3/01
河南,,10,2017/3/01
黑龙江,,2,2017/3/01
湖北,,4,2017/3/01
湖南,,9,2017/3/01
吉林,,0,2017/3/01
江苏,,9,2017/3/01
江西,,10,2017/3/01
辽宁,,4,2017/3/01
内蒙古,,3,2017/3/01
宁夏,,0,2017/3/01
青海,,2,2017/3/01
山东,,6,2017/3/01
山西,,2,2017/3/01
陕西,,6,2017/3/01
上海,,2,2017/3/01
四川,,7,2017/3/01
天津,,0,2017/3/01
西藏,,1,2017/3/01
新疆,,1,2017/3/01
云南,,11,2017/3/01
安徽,,4,2017/5/01
北京,,3,2017/5/01
重庆,,0,2017/5/01
福建,,3,2017/5/01
甘肃,,3,2017/5/01
广东,,7,2017/5/01
广西,,7,2017/5/01
贵州,,2,2017/5/01
海南,,1,2017/5/01
河北,,7,2017/5/01
河南,,3,2017/5/01
黑龙江,,1,2017/5/01
湖北,,2,2017/5/01
湖南,,7,2017/5/01
吉林,,0,2017/5/01
江苏,,6,2017/5/01
江西,,4,2017/5/01
辽宁,,5,2017/5/01
内蒙古,,0,2017/5/01
宁夏,,2,2017/5/01
青海,,1,2017/5/01
山东,,12,2017/5/01
山西,,4,2017/5/01
陕西,,8,2017/5/01
上海,,0,2017/5/01
四川,,4,2017/5/01
天津,,0,2017/5/01
西藏,,0,2017/5/01
新疆,,2,2017/5/01
云南,,11,2017/5/01
安徽,,3,2017/7/01
北京,,0,2017/7/01
重庆,,3,2017/7/01
福建,,6,2017/7/01
甘肃,,5,2017/7/01
广东,,10,2017/7/01
广西,,3,2017/7/01
贵州,,3,2017/7/01
海南,,1,2017/7/01
河北,,3,2017/7/01
河南,,3,2017/7/01
黑龙江,,3,2017/7/01
湖北,,4,2017/7/01
湖南,,4,2017/7/01
吉林,,2,2017/7/01
江苏,,6,2017/7/01
江西,,4,2017/7/01
辽宁,,1,2017/7/01
内蒙古,,8,2017/7/01
宁夏,,0,2017/7/01
青海,,3,2017/7/01
山东,,6,2017/7/01
山西,,6,2017/7/01
陕西,,3,2017/7/01
上海,,1,2017/7/01
四川,,7,2017/7/01
天津,,2,2017/7/01
西藏,,2,2017/7/01
新疆,,3,2017/7/01
云南,,7,2017/7/01
安徽,,7,2017/9/01
北京,,4,2017/9/01
重庆,,3,2017/9/01
福建,,4,2017/9/01
甘肃,,2,2017/9/01
广东,,10,2017/9/01
广西,,12,2017/9/01
贵州,,6,2017/9/01
海南,,3,2017/9/01
河北,,4,2017/9/01
河南,,9,2017/9/01
黑龙江,,5,2017/9/01
湖北,,14,2017/9/01
湖南,,9,2017/9/01
吉林,,4,2017/9/01
江苏,,4,2017/9/01
江西,,11,2017/9/01
辽宁,,7,2017/9/01
内蒙古,,3,2017/9/01
宁夏,,2,2017/9/01
青海,,2,2017/9/01
山东,,8,2017/9/01
山西,,4,2017/9/01
陕西,,5,2017/9/01
上海,,2,2017/9/01
四川,,12,2017/9/01
天津,,2,2017/9/01
西藏,,0,2017/9/01
新疆,,2,2017/9/01
云南,,4,2017/9/01
安徽,,7,2018/1/01
北京,,2,2018/1/01
重庆,,0,2018/1/01
福建,,2,2018/1/01
甘肃,,1,2018/1/01
广东,,6,2018/1/01
广西,,9,2018/1/01
贵州,,1,2018/1/01
海南,,2,2018/1/01
河北,,4,2018/1/01
河南,,1,2018/1/01
黑龙江,,2,2018/1/01
湖北,,2,2018/1/01
湖南,,6,2018/1/01
吉林,,1,2018/1/01
江苏,,6,2018/1/01
江西,,4,2018/1/01
辽宁,,1,2018/1/01
内蒙古,,2,2018/1/01
宁夏,,1,2018/1/01
青海,,0,2018/1/01
山东,,3,2018/1/01
山西,,1,2018/1/01
陕西,,7,2018/1/01
上海,,0,2018/1/01
四川,,3,2018/1/01
天津,,0,2018/1/01
西藏,,1,2018/1/01
新疆,,0,2018/1/01
云南,,7,2018/1/01
安徽,,3,2018/11/01
北京,,3,2018/11/01
重庆,,2,2018/11/01
福建,,7,2018/11/01
甘肃,,1,2018/11/01
广东,,2,2018/11/01
广西,,1,2018/11/01
贵州,,0,2018/11/01
海南,,1,2018/11/01
河北,,6,2018/11/01
河南,,11,2018/11/01
黑龙江,,2,2018/11/01
湖北,,5,2018/11/01
湖南,,4,2018/11/01
吉林,,2,2018/11/01
江苏,,6,2018/11/01
江西,,2,2018/11/01
辽宁,,2,2018/11/01
内蒙古,,1,2018/11/01
宁夏,,0,2018/11/01
青海,,0,2018/11/01
山东,,6,2018/11/01
山西,,0,2018/11/01
陕西,,4,2018/11/01
上海,,3,2018/11/01
四川,,7,2018/11/01
天津,,1,2018/11/01
西藏,,0,2018/11/01
新疆,,1,2018/11/01
云南,,2,2018/11/01
安徽,,3,2018/3/01
北京,,2,2018/3/01
重庆,,2,2018/3/01
福建,,3,2018/3/01
甘肃,,0,2018/3/01
广东,,12,2018/3/01
广西,,4,2018/3/01
贵州,,0,2018/3/01
海南,,0,2018/3/01
河北,,5,2018/3/01
河南,,6,2018/3/01
黑龙江,,2,2018/3/01
湖北,,2,2018/3/01
湖南,,1,2018/3/01
吉林,,0,2018/3/01
江苏,,5,2018/3/01
江西,,4,2018/3/01
辽宁,,2,2018/3/01
内蒙古,,0,2018/3/01
宁夏,,0,2018/3/01
青海,,0,2018/3/01
山东,,1,2018/3/01
山西,,1,2018/3/01
陕西,,4,2018/3/01
上海,,0,2018/3/01
四川,,4,2018/3/01
天津,,3,2018/3/01
西藏,,0,2018/3/01
新疆,,0,2018/3/01
云南,,2,2018/3/01
安徽,,9,2018/5/01
北京,,1,2018/5/01
重庆,,2,2018/5/01
福建,,5,2018/5/01
甘肃,,1,2018/5/01
广东,,7,2018/5/01
广西,,0,2018/5/01
贵州,,3,2018/5/01
海南,,2,2018/5/01
河北,,4,2018/5/01
河南,,7,2018/5/01
黑龙江,,2,2018/5/01
湖北,,1,2018/5/01
湖南,,3,2018/5/01
吉林,,0,2018/5/01
江苏,,4,2018/5/01
江西,,5,2018/5/01
辽宁,,6,2018/5/01
内蒙古,,0,2018/5/01
宁夏,,1,2018/5/01
青海,,0,2018/5/01
山东,,6,2018/5/01
山西,,6,2018/5/01
陕西,,1,2018/5/01
上海,,2,2018/5/01
四川,,5,2018/5/01
天津,,0,2018/5/01
西藏,,1,2018/5/01
新疆,,4,2018/5/01
云南,,6,2018/5/01
安徽,,9,2018/7/01
北京,,2,2018/7/01
重庆,,0,2018/7/01
福建,,0,2018/7/01
甘肃,,0,2018/7/01
广东,,5,2018/7/01
广西,,6,2018/7/01
贵州,,2,2018/7/01
海南,,2,2018/7/01
河北,,2,2018/7/01
河南,,3,2018/7/01
黑龙江,,5,2018/7/01
湖北,,5,2018/7/01
湖南,,4,2018/7/01
吉林,,0,2018/7/01
江苏,,5,2018/7/01
江西,,2,2018/7/01
辽宁,,2,2018/7/01
内蒙古,,0,2018/7/01
宁夏,,0,2018/7/01
青海,,1,2018/7/01
山东,,2,2018/7/01
山西,,1,2018/7/01
陕西,,4,2018/7/01
上海,,5,2018/7/01
四川,,6,2018/7/01
天津,,0,2018/7/01
西藏,,0,2018/7/01
新疆,,0,2018/7/01
云南,,8,2018/7/01
安徽,,3,2018/9/01
北京,,1,2018/9/01
重庆,,2,2018/9/01
福建,,0,2018/9/01
甘肃,,1,2018/9/01
广东,,3,2018/9/01
广西,,1,2018/9/01
贵州,,1,2018/9/01
海南,,0,2018/9/01
河北,,6,2018/9/01
河南,,4,2018/9/01
黑龙江,,0,2018/9/01
湖北,,5,2018/9/01
湖南,,7,2018/9/01
吉林,,1,2018/9/01
江苏,,2,2018/9/01
江西,,4,2018/9/01
辽宁,,1,2018/9/01
内蒙古,,1,2018/9/01
宁夏,,0,2018/9/01
青海,,1,2018/9/01
山东,,3,2018/9/01
山西,,0,2018/9/01
陕西,,3,2018/9/01
上海,,3,2018/9/01
四川,,8,2018/9/01
天津,,1,2018/9/01
西藏,,0,2018/9/01
新疆,,0,2018/9/01
云南,,3,2018/9/01
安徽,,7,2019/1/01
北京,,2,2019/1/01
重庆,,4,2019/1/01
福建,,4,2019/1/01
甘肃,,1,2019/1/01
广东,,4,2019/1/01
广西,,3,2019/1/01
贵州,,1,2019/1/01
海南,,1,2019/1/01
河北,,5,2019/1/01
河南,,2,2019/1/01
黑龙江,,2,2019/1/01
湖北,,0,2019/1/01
湖南,,5,2019/1/01
吉林,,1,2019/1/01
江苏,,5,2019/1/01
江西,,0,2019/1/01
辽宁,,1,2019/1/01
内蒙古,,1,2019/1/01
宁夏,,1,2019/1/01
青海,,0,2019/1/01
山东,,1,2019/1/01
山西,,2,2019/1/01
陕西,,3,2019/1/01
上海,,0,2019/1/01
四川,,7,2019/1/01
天津,,0,2019/1/01
西藏,,0,2019/1/01
新疆,,0,2019/1/01
云南,,2,2019/1/01
安徽,,9,2019/11/01
北京,,4,2019/11/01
重庆,,3,2019/11/01
福建,,0,2019/11/01
甘肃,,0,2019/11/01
广东,,6,2019/11/01
广西,,6,2019/11/01
贵州,,2,2019/11/01
海南,,1,2019/11/01
河北,,2,2019/11/01
河南,,7,2019/11/01
黑龙江,,2,2019/11/01
湖北,,4,2019/11/01
湖南,,5,2019/11/01
吉林,,2,2019/11/01
江苏,,3,2019/11/01
江西,,4,2019/11/01
辽宁,,1,2019/11/01
内蒙古,,2,2019/11/01
宁夏,,0,2019/11/01
青海,,0,2019/11/01
山东,,1,2019/11/01
山西,,4,2019/11/01
陕西,,5,2019/11/01
上海,,1,2019/11/01
四川,,6,2019/11/01
天津,,0,2019/11/01
西藏,,0,2019/11/01
新疆,,0,2019/11/01
云南,,5,2019/11/01
安徽,,8,2019/3/01
北京,,3,2019/3/01
重庆,,0,2019/3/01
福建,,3,2019/3/01
甘肃,,2,2019/3/01
广东,,2,2019/3/01
广西,,3,2019/3/01
贵州,,0,2019/3/01
海南,,2,2019/3/01
河北,,6,2019/3/01
河南,,3,2019/3/01
黑龙江,,0,2019/3/01
湖北,,0,2019/3/01
湖南,,3,2019/3/01
吉林,,0,2019/3/01
江苏,,9,2019/3/01
江西,,2,2019/3/01
辽宁,,4,2019/3/01
内蒙古,,1,2019/3/01
宁夏,,0,2019/3/01
青海,,0,2019/3/01
山东,,3,2019/3/01
山西,,2,2019/3/01
陕西,,1,2019/3/01
上海,,3,2019/3/01
四川,,10,2019/3/01
天津,,1,2019/3/01
西藏,,0,2019/3/01
新疆,,0,2019/3/01
云南,,3,2019/3/01
安徽,,6,2019/5/01
北京,,3,2019/5/01
重庆,,3,2019/5/01
福建,,2,2019/5/01
甘肃,,2,2019/5/01
广东,,6,2019/5/01
广西,,6,2019/5/01
贵州,,3,2019/5/01
海南,,1,2019/5/01
河北,,2,2019/5/01
河南,,5,2019/5/01
黑龙江,,3,2019/5/01
湖北,,2,2019/5/01
湖南,,3,2019/5/01
吉林,,2,2019/5/01
江苏,,4,2019/5/01
江西,,2,2019/5/01
辽宁,,0,2019/5/01
内蒙古,,4,2019/5/01
宁夏,,0,2019/5/01
青海,,1,2019/5/01
山东,,4,2019/5/01
山西,,4,2019/5/01
陕西,,3,2019/5/01
上海,,2,2019/5/01
四川,,8,2019/5/01
天津,,0,2019/5/01
西藏,,0,2019/5/01
新疆,,0,2019/5/01
云南,,1,2019/5/01
安徽,,12,2019/7/01
北京,,2,2019/7/01
重庆,,0,2019/7/01
福建,,1,2019/7/01
甘肃,,0,2019/7/01
广东,,4,2019/7/01
广西,,4,2019/7/01
贵州,,2,2019/7/01
海南,,1,2019/7/01
河北,,5,2019/7/01
河南,,6,2019/7/01
黑龙江,,2,2019/7/01
湖北,,1,2019/7/01
湖南,,1,2019/7/01
吉林,,0,2019/7/01
江苏,,10,2019/7/01
江西,,5,2019/7/01
辽宁,,3,2019/7/01
内蒙古,,0,2019/7/01
宁夏,,1,2019/7/01
青海,,0,2019/7/01
山东,,8,2019/7/01
山西,,3,2019/7/01
陕西,,4,2019/7/01
上海,,1,2019/7/01
四川,,5,2019/7/01
天津,,1,2019/7/01
西藏,,0,2019/7/01
新疆,,0,2019/7/01
云南,,3,2019/7/01
安徽,,7,2019/9/01
北京,,0,2019/9/01
重庆,,0,2019/9/01
福建,,2,2019/9/01
甘肃,,0,2019/9/01
广东,,4,2019/9/01
广西,,5,2019/9/01
贵州,,2,2019/9/01
海南,,0,2019/9/01
河北,,4,2019/9/01
河南,,1,2019/9/01
黑龙江,,0,2019/9/01
湖北,,0,2019/9/01
湖南,,3,2019/9/01
吉林,,2,2019/9/01
江苏,,6,2019/9/01
江西,,3,2019/9/01
辽宁,,0,2019/9/01
内蒙古,,0,2019/9/01
宁夏,,0,2019/9/01
青海,,0,2019/9/01
山东,,3,2019/9/01
山西,,2,2019/9/01
陕西,,4,2019/9/01
上海,,2,2019/9/01
四川,,4,2019/9/01
天津,,2,2019/9/01
西藏,,0,2019/9/01
新疆,,0,2019/9/01
云南,,1,2019/9/01
